timestamp,angle,distance,x,y,state,direction,time_elapsed,scan_cycle,is_gap
2024-11-21 19:58:16.495346,89.0,62.0,0,0,INITIALIZING,UNKNOWN,0.579292,0,True
2024-11-21 19:58:16.712100,88.0,63.0,0,0,SCANNING_LEFT,LEFT,0.796046,0,True
2024-11-21 19:58:16.853191,87.0,63.0,0,0,SCANNING_LEFT,LEFT,0.937137,0,True
2024-11-21 19:58:16.986500,86.0,63.0,0,0,SCANNING_LEFT,LEFT,1.070446,0,True
2024-11-21 19:58:17.141969,85.0,63.0,0,0,SCANNING_LEFT,LEFT,1.225915,0,True
2024-11-21 19:58:17.265413,84.0,63.0,0,0,SCANNING_LEFT,LEFT,1.349359,0,True
2024-11-21 19:58:17.388248,83.0,63.0,0,0,SCANNING_LEFT,LEFT,1.472194,0,True
2024-11-21 19:58:17.526707,82.0,63.0,0,0,SCANNING_LEFT,LEFT,1.610653,0,True
2024-11-21 19:58:17.655212,81.0,63.0,0,0,SCANNING_LEFT,LEFT,1.739158,0,True
2024-11-21 19:58:17.780810,80.0,63.0,0,0,SCANNING_LEFT,LEFT,1.864756,0,True
2024-11-21 19:58:17.912693,79.0,63.0,0,0,SCANNING_LEFT,LEFT,1.996639,0,True
2024-11-21 19:58:18.052621,78.0,63.0,0,0,SCANNING_LEFT,LEFT,2.136567,0,True
2024-11-21 19:58:18.193124,77.0,63.0,0,0,SCANNING_LEFT,LEFT,2.27707,0,True
2024-11-21 19:58:18.333211,76.0,64.0,0,0,SCANNING_LEFT,LEFT,2.417157,0,True
2024-11-21 19:58:18.479444,75.0,63.0,0,0,SCANNING_LEFT,LEFT,2.56339,0,True
2024-11-21 19:58:18.629360,74.0,63.0,0,0,SCANNING_LEFT,LEFT,2.713306,0,True
2024-11-21 19:58:18.752829,73.0,63.0,0,0,SCANNING_LEFT,LEFT,2.836775,0,True
2024-11-21 19:58:18.881586,72.0,63.0,0,0,SCANNING_LEFT,LEFT,2.965532,0,True
2024-11-21 19:58:19.005665,71.0,64.0,0,0,SCANNING_LEFT,LEFT,3.089611,0,True
2024-11-21 19:58:19.135112,70.0,62.0,0,0,SCANNING_LEFT,LEFT,3.219058,0,True
2024-11-21 19:58:19.273087,69.0,64.0,0,0,SCANNING_LEFT,LEFT,3.357033,0,True
2024-11-21 19:58:19.411085,68.0,64.0,0,0,SCANNING_LEFT,LEFT,3.495031,0,True
2024-11-21 19:58:19.543577,67.0,64.0,0,0,SCANNING_LEFT,LEFT,3.627523,0,True
2024-11-21 19:58:19.671208,66.0,64.0,0,0,SCANNING_LEFT,LEFT,3.755154,0,True
2024-11-21 19:58:19.796576,65.0,64.0,0,0,SCANNING_LEFT,LEFT,3.880522,0,True
2024-11-21 19:58:19.928539,65.0,64.0,0,0,SCANNING_LEFT,STATIONARY,4.012485,0,True
2024-11-21 19:58:20.078948,66.0,64.0,0,0,SCANNING_LEFT,RIGHT,4.162894,0,True
2024-11-21 19:58:20.202321,67.0,64.0,0,0,SCANNING_LEFT,RIGHT,4.286267,0,True
2024-11-21 19:58:20.325044,68.0,64.0,0,0,SCANNING_LEFT,RIGHT,4.40899,0,True
2024-11-21 19:58:20.449242,69.0,64.0,0,0,SCANNING_LEFT,RIGHT,4.533188,0,True
2024-11-21 19:58:20.573751,70.0,64.0,0,0,SCANNING_LEFT,RIGHT,4.657697,0,True
2024-11-21 19:58:20.719515,71.0,64.0,0,0,SCANNING_LEFT,RIGHT,4.803461,0,True
2024-11-21 19:58:20.841933,72.0,64.0,0,0,SCANNING_LEFT,RIGHT,4.925879,0,True
2024-11-21 19:58:20.961912,73.0,64.0,0,0,SCANNING_LEFT,RIGHT,5.045858,0,True
2024-11-21 19:58:21.078950,74.0,64.0,0,0,SCANNING_LEFT,RIGHT,5.162896,0,True
2024-11-21 19:58:21.198622,75.0,64.0,0,0,SCANNING_LEFT,RIGHT,5.282568,0,True
2024-11-21 19:58:21.317536,76.0,64.0,0,0,SCANNING_LEFT,RIGHT,5.401482,0,True
2024-11-21 19:58:21.436896,77.0,64.0,0,0,SCANNING_LEFT,RIGHT,5.520842,0,True
2024-11-21 19:58:21.555604,78.0,64.0,0,0,SCANNING_LEFT,RIGHT,5.63955,0,True
2024-11-21 19:58:21.678937,79.0,63.0,0,0,SCANNING_LEFT,RIGHT,5.762883,0,True
2024-11-21 19:58:21.809409,80.0,63.0,0,0,SCANNING_LEFT,RIGHT,5.893355,0,True
2024-11-21 19:58:21.928834,81.0,63.0,0,0,SCANNING_LEFT,RIGHT,6.01278,0,True
2024-11-21 19:58:22.052103,82.0,63.0,0,0,SCANNING_LEFT,RIGHT,6.136049,0,True
2024-11-21 19:58:22.179147,83.0,63.0,0,0,SCANNING_LEFT,RIGHT,6.263093,0,True
2024-11-21 19:58:22.311968,84.0,63.0,0,0,SCANNING_LEFT,RIGHT,6.395914,0,True
2024-11-21 19:58:22.439488,85.0,63.0,0,0,SCANNING_LEFT,RIGHT,6.522435,0,True
2024-11-21 19:58:22.563991,86.0,63.0,0,0,SCANNING_LEFT,RIGHT,6.647937,0,True
2024-11-21 19:58:22.688792,87.0,63.0,0,0,SCANNING_LEFT,RIGHT,6.772738,0,True
2024-11-21 19:58:22.847627,88.0,63.0,0,0,SCANNING_LEFT,RIGHT,6.931573,0,True
2024-11-21 19:58:22.967499,89.0,57.0,0,0,AT_CENTER,RIGHT,7.051445,0,True
2024-11-21 19:58:23.083741,90.0,63.0,0,0,AT_CENTER,RIGHT,7.167687,0,True
