timestamp,angle,distance,is_gap,baseline_distance
2024-11-21 20:49:40.044576,102.0,30.0,False,29.0
2024-11-21 20:49:40.145780,101.0,29.0,False,29.0
2024-11-21 20:49:40.237447,100.0,29.0,False,29.0
2024-11-21 20:49:40.328395,99.0,29.0,False,29.0
2024-11-21 20:49:40.423412,98.0,29.0,False,29.0
2024-11-21 20:49:40.527069,97.0,29.0,False,29.0
2024-11-21 20:49:40.630311,96.0,29.0,False,29.0
2024-11-21 20:49:40.736450,95.0,29.0,False,29.0
2024-11-21 20:49:40.838792,94.0,29.0,False,29.0
2024-11-21 20:49:40.945636,93.0,29.0,False,29.0
2024-11-21 20:49:41.051969,92.0,29.0,False,29.0
2024-11-21 20:49:41.154539,91.0,29.0,False,29.0
2024-11-21 20:49:41.260878,90.0,29.0,False,29.0
2024-11-21 20:49:41.363434,89.0,29.0,False,29.0
2024-11-21 20:49:41.470048,88.0,29.0,False,29.0
2024-11-21 20:49:41.572429,87.0,29.0,False,29.0
2024-11-21 20:49:41.678261,86.0,29.0,False,29.0
2024-11-21 20:49:41.780678,85.0,30.0,False,29.0
2024-11-21 20:49:41.887826,84.0,30.0,False,29.0
2024-11-21 20:49:41.990077,83.0,29.0,False,29.0
2024-11-21 20:49:42.096561,82.0,30.0,False,29.0
2024-11-21 20:49:42.198434,81.0,30.0,False,29.0
2024-11-21 20:49:42.305382,80.0,30.0,False,29.0
2024-11-21 20:49:42.407786,79.0,30.0,False,29.0
2024-11-21 20:49:42.520234,78.0,29.0,False,29.0
2024-11-21 20:49:42.616237,77.0,30.0,False,29.0
2024-11-21 20:49:42.723053,76.0,30.0,False,29.0
2024-11-21 20:49:42.825158,75.0,30.0,False,29.0
2024-11-21 20:49:42.931910,76.0,29.0,False,29.0
2024-11-21 20:49:43.034295,77.0,30.0,False,29.0
2024-11-21 20:49:43.140998,78.0,30.0,False,29.0
2024-11-21 20:49:43.243413,79.0,30.0,False,29.0
2024-11-21 20:49:43.350006,80.0,30.0,False,29.0
2024-11-21 20:49:43.452365,81.0,29.0,False,29.0
2024-11-21 20:49:43.558991,82.0,30.0,False,29.0
2024-11-21 20:49:43.660793,83.0,30.0,False,29.0
2024-11-21 20:49:43.767300,84.0,30.0,False,29.0
2024-11-21 20:49:43.869982,85.0,29.0,False,29.0
2024-11-21 20:49:43.976456,86.0,30.0,False,29.0
2024-11-21 20:49:44.078178,87.0,30.0,False,29.0
2024-11-21 20:49:44.185349,88.0,30.0,False,29.0
2024-11-21 20:49:44.288011,89.0,29.0,False,29.0
2024-11-21 20:49:44.394183,90.0,29.0,False,29.0
2024-11-21 20:49:44.496881,91.0,29.0,False,29.0
2024-11-21 20:49:44.603314,92.0,29.0,False,29.0
2024-11-21 20:49:44.705473,93.0,29.0,False,29.0
2024-11-21 20:49:44.812060,94.0,29.0,False,29.0
2024-11-21 20:49:44.914416,95.0,29.0,False,29.0
2024-11-21 20:49:45.020480,96.0,29.0,False,29.0
2024-11-21 20:49:45.123569,97.0,29.0,False,29.0
2024-11-21 20:49:45.229817,98.0,29.0,False,29.0
