timestamp,angle,raw_distance,filtered_distance,is_gap,confidence,baseline_distance,threshold,anomaly_score,validation_score,precision,recall,f1_score,temporal_consistency,spatial_consistency,cluster_confidence,prediction_confidence
2024-11-22 16:19:21.457086,103.0,27.0,26.9,False,0.875,74.4,8.0,-0.584,0.000,0.000,0.000,0.000,0.884,0.000,0.671,0.500
2024-11-22 16:19:21.691210,102.0,27.0,27.0,False,0.880,74.4,8.0,-0.584,0.000,0.000,0.000,0.000,0.882,0.000,0.672,0.500
2024-11-22 16:19:22.020845,101.0,27.0,27.0,False,0.880,74.4,27.1,-0.584,0.000,0.000,0.000,0.000,0.879,0.000,0.672,0.500
2024-11-22 16:19:22.323675,100.0,27.0,27.0,False,0.880,74.4,27.1,-0.584,0.000,0.000,0.000,0.000,0.880,0.000,0.672,0.500
2024-11-22 16:19:22.624398,99.0,27.0,27.0,False,0.880,74.4,27.1,-0.584,0.000,0.000,0.000,0.000,0.880,0.000,0.672,0.500
2024-11-22 16:19:22.907733,98.0,74.0,42.6,True,0.301,74.4,27.2,-0.584,0.000,0.000,0.000,0.000,0.648,0.000,0.458,0.500
2024-11-22 16:19:23.223550,97.0,20.0,56.0,True,0.408,74.4,27.2,-0.584,0.000,0.000,0.000,0.000,0.478,0.000,0.432,0.500
2024-11-22 16:19:23.539599,96.0,20.0,20.0,False,0.862,74.4,27.2,-0.584,0.000,0.000,0.000,0.000,0.560,0.000,0.602,0.500
2024-11-22 16:19:23.856524,95.0,20.0,20.0,False,0.872,74.4,27.2,-0.584,0.000,0.000,0.000,0.000,0.749,0.000,0.639,0.500
2024-11-22 16:19:24.188291,94.0,20.0,20.0,False,0.859,74.4,34.8,-0.584,0.000,0.000,0.000,0.000,0.865,0.000,0.663,0.500
2024-11-22 16:19:24.734549,93.0,74.0,38.0,True,0.369,74.4,42.6,-0.584,0.000,0.000,0.000,0.000,0.661,0.000,0.446,0.500
2024-11-22 16:19:25.144584,92.0,74.0,74.0,False,0.878,74.4,42.8,-0.584,0.000,0.000,0.000,0.000,0.641,0.000,0.687,0.500
2024-11-22 16:19:25.531142,91.0,74.0,74.1,False,0.927,74.4,60.3,-0.584,0.000,0.000,0.000,0.000,0.769,0.000,0.711,0.500
2024-11-22 16:19:25.900209,90.0,74.0,74.3,False,0.903,74.4,85.6,-0.584,0.000,0.000,0.000,0.000,0.903,0.000,0.736,0.500
2024-11-22 16:19:26.283042,89.0,74.0,74.2,False,0.900,74.4,96.4,-0.584,0.000,0.000,0.000,0.000,0.898,0.000,0.736,0.500
2024-11-22 16:19:26.682540,88.0,75.0,74.2,False,0.769,74.4,85.5,-0.584,0.000,0.000,0.000,0.000,0.847,0.000,0.718,0.500
2024-11-22 16:19:27.066710,87.0,74.0,74.7,False,0.804,74.4,75.2,-0.584,0.000,0.000,0.000,0.000,0.804,0.000,0.711,0.500
2024-11-22 16:19:27.450443,86.0,75.0,74.3,False,0.774,74.4,74.8,-0.584,0.000,0.000,0.000,0.000,0.777,0.000,0.706,0.500
2024-11-22 16:19:27.912941,85.0,75.0,75.0,False,0.831,74.4,74.8,-0.584,0.000,0.000,0.000,0.000,0.806,0.000,0.720,0.500
2024-11-22 16:19:28.316448,84.0,55.0,68.3,True,0.415,74.4,74.8,-0.584,0.000,0.000,0.000,0.000,0.653,0.000,0.559,0.500
2024-11-22 16:19:28.778270,83.0,288.0,132.5,True,0.300,74.4,74.8,-0.584,0.000,0.000,0.000,0.000,0.456,0.000,0.312,0.500
2024-11-22 16:19:29.216335,82.0,296.0,290.6,False,0.435,74.4,75.2,-0.584,0.000,0.000,0.000,0.000,0.362,0.000,0.432,0.500
2024-11-22 16:19:29.662060,81.0,292.0,294.7,True,0.573,74.4,75.8,-0.584,0.000,0.000,0.000,0.000,0.431,0.000,0.474,0.500
2024-11-22 16:19:30.027413,80.0,290.0,291.3,True,0.650,74.4,83.2,-0.584,0.000,0.500,1.000,0.667,0.531,0.000,0.511,0.500
2024-11-22 16:19:30.378002,79.0,292.0,290.6,True,0.596,74.4,190.0,-0.584,0.000,0.333,1.000,0.500,0.590,0.000,0.522,0.500
2024-11-22 16:19:30.762383,78.0,291.0,291.6,False,0.653,74.4,347.8,-0.584,0.000,0.250,1.000,0.400,0.629,0.000,0.539,0.500
2024-11-22 16:19:31.274455,77.0,291.0,291.0,False,0.620,74.4,298.0,-0.584,0.000,0.250,1.000,0.400,0.617,0.000,0.546,0.500
2024-11-22 16:19:31.754518,76.0,289.0,290.3,False,0.656,74.4,293.5,-0.584,0.000,0.250,1.000,0.400,0.611,0.000,0.527,0.500
2024-11-22 16:19:32.159938,75.0,293.0,290.3,False,0.499,74.4,293.1,-0.584,0.000,0.250,1.000,0.400,0.567,0.000,0.501,0.500
2024-11-22 16:19:32.575489,76.0,1185.0,540.2,True,0.300,74.4,293.7,-0.584,0.000,0.250,1.000,0.400,0.461,0.000,0.196,0.500
2024-11-22 16:19:32.975882,77.0,1184.0,1113.7,True,0.300,74.4,294.9,-0.584,0.000,0.250,1.000,0.400,0.340,0.000,0.212,0.500
2024-11-22 16:19:33.406482,78.0,191.0,838.2,True,0.300,74.4,295.8,-0.584,0.000,0.250,1.000,0.400,0.300,0.000,0.152,0.500
2024-11-22 16:19:33.825905,79.0,292.0,227.9,True,0.331,74.4,294.6,-0.584,0.000,0.250,1.000,0.400,0.312,0.000,0.273,0.500
2024-11-22 16:19:34.327423,80.0,290.0,292.2,False,0.622,74.4,295.2,-0.584,0.000,0.250,1.000,0.400,0.413,0.000,0.476,0.500
2024-11-22 16:19:34.806658,81.0,294.0,292.1,False,0.537,74.4,295.9,-0.584,0.000,0.250,1.000,0.400,0.501,0.000,0.497,0.500
2024-11-22 16:19:35.271895,82.0,290.0,293.8,False,0.489,74.4,296.6,-0.584,0.000,0.250,1.000,0.400,0.543,0.000,0.483,0.500
2024-11-22 16:19:35.755411,83.0,288.0,290.4,False,0.580,74.4,296.6,-0.584,0.000,0.250,1.000,0.400,0.524,0.000,0.497,0.500
2024-11-22 16:19:36.255188,84.0,293.0,276.8,True,0.300,74.4,302.6,-0.584,0.000,0.250,1.000,0.400,0.431,0.000,0.378,0.500
2024-11-22 16:19:36.753170,85.0,295.0,275.7,True,0.364,74.4,316.4,-0.584,0.000,0.250,1.000,0.400,0.392,0.000,0.358,0.500
2024-11-22 16:19:37.239317,86.0,294.0,277.3,True,0.360,74.4,304.4,-0.584,0.000,0.250,1.000,0.400,0.364,0.000,0.362,0.500
2024-11-22 16:19:37.816726,87.0,75.0,215.9,True,0.366,74.4,304.0,-0.584,0.000,0.250,1.000,0.400,0.367,0.000,0.254,0.500
2024-11-22 16:19:38.336754,88.0,75.0,75.2,False,0.930,74.4,308.0,-0.584,0.000,0.250,1.000,0.400,0.558,0.000,0.667,0.500
2024-11-22 16:19:38.869741,89.0,74.0,74.8,False,0.824,74.4,308.0,-0.584,0.000,0.250,1.000,0.400,0.738,0.000,0.695,0.500
2024-11-22 16:19:39.404293,90.0,74.0,73.9,False,0.932,74.4,317.3,-0.584,0.000,0.250,1.000,0.400,0.882,0.000,0.735,0.500
2024-11-22 16:19:39.940887,91.0,75.0,74.2,False,0.822,74.4,359.1,-0.584,0.000,0.250,1.000,0.400,0.867,0.000,0.721,0.500
2024-11-22 16:19:40.470323,92.0,74.0,74.6,False,0.831,74.4,207.2,-0.584,0.000,0.250,1.000,0.400,0.850,0.000,0.721,0.500
2024-11-22 16:19:41.033395,93.0,74.0,74.2,False,0.847,74.4,77.1,-0.584,0.000,0.200,1.000,0.333,0.828,0.000,0.722,0.500
2024-11-22 16:19:41.738321,94.0,74.0,71.1,False,0.559,74.4,76.0,-0.584,0.000,0.167,1.000,0.286,0.722,0.000,0.660,0.500
2024-11-22 16:19:42.288300,95.0,74.0,69.7,False,0.521,74.4,75.7,-0.584,0.000,0.143,1.000,0.250,0.608,0.000,0.620,0.500
2024-11-22 16:19:42.870912,96.0,74.0,69.7,False,0.506,74.4,75.3,-0.584,0.000,0.125,1.000,0.222,0.530,0.000,0.604,0.500
2024-11-22 16:19:43.483845,97.0,74.0,69.7,False,0.460,74.4,75.0,-0.584,0.000,0.111,1.000,0.200,0.491,0.000,0.596,0.500
2024-11-22 16:19:44.127962,98.0,74.0,72.8,False,0.518,74.4,74.9,-0.584,0.000,0.100,1.000,0.182,0.490,0.000,0.638,0.500
2024-11-22 16:19:44.740747,99.0,20.0,56.6,True,0.369,74.4,75.2,-0.584,0.000,0.091,1.000,0.167,0.453,0.000,0.427,0.500
2024-11-22 16:19:45.402342,100.0,20.0,20.6,False,0.655,74.4,75.9,-0.584,0.000,0.083,1.000,0.154,0.517,0.000,0.584,0.500
2024-11-22 16:19:46.189253,101.0,20.0,20.6,False,0.616,74.4,77.7,-0.584,0.000,0.077,1.000,0.143,0.586,0.000,0.598,0.500
2024-11-22 16:19:46.835047,102.0,27.0,22.6,False,0.486,74.4,80.4,-0.584,0.000,0.071,1.000,0.133,0.579,0.000,0.553,0.500
2024-11-22 16:19:47.512124,103.0,27.0,27.1,False,0.742,74.4,90.0,-0.584,0.000,0.067,1.000,0.125,0.606,0.000,0.616,0.500
2024-11-22 16:19:48.172964,104.0,27.0,27.0,False,0.698,74.4,60.9,-0.584,0.000,0.062,1.000,0.118,0.665,0.000,0.628,0.500
2024-11-22 16:19:48.897507,105.0,27.0,27.0,False,0.691,74.4,42.1,-0.584,0.000,0.059,1.000,0.111,0.704,0.000,0.636,0.500
2024-11-22 16:19:49.622725,104.0,27.0,27.1,False,0.712,74.4,39.2,-0.584,0.000,0.056,1.000,0.105,0.699,0.000,0.635,0.500
2024-11-22 16:19:50.298694,103.0,27.0,27.1,False,0.737,74.4,29.9,-0.584,0.000,0.053,1.000,0.100,0.716,0.074,0.638,0.500
2024-11-22 16:19:51.119057,102.0,27.0,27.0,False,0.733,74.4,27.1,-0.584,0.000,0.050,1.000,0.095,0.730,2.209,0.641,0.500
2024-11-22 16:19:51.844688,101.0,27.0,25.7,False,0.627,74.4,27.1,-0.584,0.000,0.048,1.000,0.091,0.670,3.178,0.610,0.500
2024-11-22 16:19:52.571357,100.0,27.0,23.6,False,0.617,74.4,27.1,-0.584,0.000,0.045,1.000,0.087,0.621,3.178,0.573,0.500
