timestamp,angle,distance,is_gap,baseline_distance
2024-11-21 21:39:50.302709,91.0,38.0,False,38.0
2024-11-21 21:39:50.399471,92.0,38.0,False,38.0
2024-11-21 21:39:50.497218,93.0,39.0,False,38.0
2024-11-21 21:39:50.591903,94.0,34.0,False,38.0
2024-11-21 21:39:50.690459,95.0,30.0,False,38.0
2024-11-21 21:39:50.788114,96.0,93.0,False,38.0
2024-11-21 21:39:50.888764,97.0,65.0,True,38.0
2024-11-21 21:39:50.987399,98.0,35.0,True,38.0
2024-11-21 21:39:51.083275,99.0,94.0,True,38.0
2024-11-21 21:39:51.180607,100.0,31.0,True,38.0
2024-11-21 21:39:51.282312,101.0,31.0,False,38.0
2024-11-21 21:39:51.388021,102.0,37.0,False,38.0
2024-11-21 21:39:51.494662,103.0,93.0,True,38.0
2024-11-21 21:39:51.605385,104.0,93.0,True,38.0
2024-11-21 21:39:51.712193,105.0,34.0,True,38.0
2024-11-21 21:39:51.814861,104.0,30.0,False,38.0
2024-11-21 21:39:51.920445,103.0,27.0,False,38.0
2024-11-21 21:39:52.026068,102.0,29.0,False,38.0
2024-11-21 21:39:52.134395,101.0,28.0,False,38.0
2024-11-21 21:39:52.258642,100.0,28.0,False,38.0
2024-11-21 21:39:52.365858,99.0,28.0,False,38.0
2024-11-21 21:39:52.460984,98.0,28.0,False,38.0
2024-11-21 21:39:52.556766,97.0,29.0,False,38.0
2024-11-21 21:39:52.657368,96.0,29.0,False,38.0
2024-11-21 21:39:52.754990,95.0,29.0,False,38.0
2024-11-21 21:39:52.858689,94.0,29.0,False,38.0
2024-11-21 21:39:52.961392,93.0,29.0,False,38.0
2024-11-21 21:39:53.068054,92.0,27.0,False,38.0
2024-11-21 21:39:53.169734,91.0,28.0,False,38.0
2024-11-21 21:39:53.276316,90.0,28.0,False,38.0
2024-11-21 21:39:53.379055,89.0,28.0,False,38.0
2024-11-21 21:39:53.486902,88.0,28.0,False,38.0
2024-11-21 21:39:53.596582,87.0,28.0,False,38.0
2024-11-21 21:39:53.694197,86.0,27.0,False,38.0
2024-11-21 21:39:53.799051,85.0,27.0,False,38.0
2024-11-21 21:39:53.903543,84.0,28.0,False,38.0
2024-11-21 21:39:54.005162,83.0,28.0,False,38.0
2024-11-21 21:39:54.111893,82.0,27.0,False,38.0
2024-11-21 21:39:54.218600,81.0,27.0,False,38.0
2024-11-21 21:39:54.321277,80.0,27.0,False,38.0
2024-11-21 21:39:54.437830,79.0,27.0,False,38.0
2024-11-21 21:39:54.531870,78.0,28.0,False,38.0
2024-11-21 21:39:54.640738,77.0,28.0,False,38.0
2024-11-21 21:39:54.738933,76.0,28.0,False,38.0
2024-11-21 21:39:54.842622,75.0,27.0,False,38.0
2024-11-21 21:39:54.947229,76.0,28.0,False,38.0
2024-11-21 21:39:55.049996,77.0,28.0,False,38.0
2024-11-21 21:39:55.156946,78.0,27.0,False,38.0
2024-11-21 21:39:55.262677,79.0,27.0,False,38.0
2024-11-21 21:39:55.365206,80.0,27.0,False,38.0
2024-11-21 21:39:55.468231,81.0,28.0,False,38.0
2024-11-21 21:39:55.574328,82.0,28.0,False,38.0
2024-11-21 21:39:55.682638,83.0,27.0,False,38.0
2024-11-21 21:39:55.786459,84.0,27.0,False,38.0
2024-11-21 21:39:55.899194,85.0,27.0,False,38.0
2024-11-21 21:39:56.007911,86.0,27.0,False,38.0
2024-11-21 21:39:56.101549,87.0,27.0,False,38.0
2024-11-21 21:39:56.210906,88.0,28.0,False,38.0
2024-11-21 21:39:56.320277,89.0,27.0,False,38.0
2024-11-21 21:39:56.414056,90.0,28.0,False,38.0
2024-11-21 21:39:56.522825,91.0,27.0,False,38.0
2024-11-21 21:39:56.646522,92.0,27.0,False,38.0
2024-11-21 21:39:56.754573,93.0,28.0,False,38.0
2024-11-21 21:39:56.848152,94.0,27.0,False,38.0
2024-11-21 21:39:56.945572,95.0,28.0,False,38.0
2024-11-21 21:39:57.050737,96.0,28.0,False,38.0
2024-11-21 21:39:57.145291,97.0,28.0,False,38.0
2024-11-21 21:39:57.241799,98.0,28.0,False,38.0
2024-11-21 21:39:57.347312,99.0,28.0,False,38.0
2024-11-21 21:39:57.454141,100.0,27.0,False,38.0
2024-11-21 21:39:57.563566,101.0,27.0,False,38.0
2024-11-21 21:39:57.672513,102.0,27.0,False,38.0
2024-11-21 21:39:57.766631,103.0,27.0,False,38.0
2024-11-21 21:39:57.875769,104.0,27.0,False,38.0
2024-11-21 21:39:57.974462,105.0,27.0,False,38.0
2024-11-21 21:39:58.080961,104.0,27.0,False,38.0
2024-11-21 21:39:58.183535,103.0,27.0,False,38.0
2024-11-21 21:39:58.289114,102.0,27.0,False,38.0
2024-11-21 21:39:58.392137,101.0,27.0,False,38.0
2024-11-21 21:39:58.499060,100.0,27.0,False,38.0
2024-11-21 21:39:58.600689,99.0,27.0,False,38.0
2024-11-21 21:39:58.703415,98.0,27.0,False,38.0
2024-11-21 21:39:58.826047,97.0,27.0,False,38.0
2024-11-21 21:39:58.920777,96.0,27.0,False,38.0
2024-11-21 21:39:59.029875,95.0,28.0,False,38.0
2024-11-21 21:39:59.123789,94.0,27.0,False,38.0
2024-11-21 21:39:59.227192,93.0,28.0,False,38.0
2024-11-21 21:39:59.330442,92.0,28.0,False,38.0
2024-11-21 21:39:59.436407,91.0,28.0,False,38.0
2024-11-21 21:39:59.542192,90.0,28.0,False,38.0
2024-11-21 21:39:59.645430,89.0,28.0,False,38.0
2024-11-21 21:39:59.747842,88.0,27.0,False,38.0
2024-11-21 21:39:59.853993,87.0,27.0,False,38.0
2024-11-21 21:39:59.956522,86.0,28.0,False,38.0
2024-11-21 21:40:00.063357,85.0,28.0,False,38.0
2024-11-21 21:40:00.166656,84.0,27.0,False,38.0
2024-11-21 21:40:00.272254,83.0,27.0,False,38.0
2024-11-21 21:40:00.374470,82.0,27.0,False,38.0
2024-11-21 21:40:00.480613,81.0,27.0,False,38.0
2024-11-21 21:40:00.586016,80.0,27.0,False,38.0
2024-11-21 21:40:00.694942,79.0,27.0,False,38.0
2024-11-21 21:40:00.803726,78.0,28.0,False,38.0
2024-11-21 21:40:00.912229,77.0,28.0,False,38.0
2024-11-21 21:40:01.021003,76.0,28.0,False,38.0
2024-11-21 21:40:01.115102,75.0,27.0,False,38.0
2024-11-21 21:40:01.215705,76.0,27.0,False,38.0
2024-11-21 21:40:01.312549,77.0,28.0,False,38.0
2024-11-21 21:40:01.419086,78.0,28.0,False,38.0
2024-11-21 21:40:01.521396,79.0,27.0,False,38.0
2024-11-21 21:40:01.627444,80.0,27.0,False,38.0
2024-11-21 21:40:01.729948,81.0,28.0,False,38.0
2024-11-21 21:40:01.836084,82.0,28.0,False,38.0
2024-11-21 21:40:01.938812,83.0,27.0,False,38.0
2024-11-21 21:40:02.045541,84.0,27.0,False,38.0
2024-11-21 21:40:02.148113,85.0,27.0,False,38.0
2024-11-21 21:40:02.254768,86.0,27.0,False,38.0
2024-11-21 21:40:02.360394,87.0,27.0,False,38.0
2024-11-21 21:40:02.463003,88.0,28.0,False,38.0
2024-11-21 21:40:02.566205,89.0,27.0,False,38.0
2024-11-21 21:40:02.672376,90.0,28.0,False,38.0
2024-11-21 21:40:02.774119,91.0,27.0,False,38.0
2024-11-21 21:40:02.881157,92.0,27.0,False,38.0
2024-11-21 21:40:02.983681,93.0,27.0,False,38.0
2024-11-21 21:40:03.089515,94.0,27.0,False,38.0
2024-11-21 21:40:03.200906,95.0,28.0,False,38.0
2024-11-21 21:40:03.298345,96.0,28.0,False,38.0
2024-11-21 21:40:03.402187,97.0,28.0,False,38.0
2024-11-21 21:40:03.507326,98.0,28.0,False,38.0
2024-11-21 21:40:03.609726,99.0,28.0,False,38.0
2024-11-21 21:40:03.717193,100.0,28.0,False,38.0
2024-11-21 21:40:03.818546,101.0,27.0,False,38.0
2024-11-21 21:40:03.925534,102.0,27.0,False,38.0
2024-11-21 21:40:04.028027,103.0,27.0,False,38.0
2024-11-21 21:40:04.138670,104.0,27.0,False,38.0
2024-11-21 21:40:04.239096,105.0,27.0,False,38.0
2024-11-21 21:40:04.343768,104.0,27.0,False,38.0
2024-11-21 21:40:04.445441,103.0,27.0,False,38.0
2024-11-21 21:40:04.552585,102.0,27.0,False,38.0
2024-11-21 21:40:04.655386,101.0,27.0,False,38.0
2024-11-21 21:40:04.760937,100.0,27.0,False,38.0
2024-11-21 21:40:04.863569,99.0,27.0,False,38.0
2024-11-21 21:40:04.970098,98.0,27.0,False,38.0
2024-11-21 21:40:05.072375,97.0,28.0,False,38.0
2024-11-21 21:40:05.178300,96.0,28.0,False,38.0
2024-11-21 21:40:05.286742,95.0,28.0,False,38.0
2024-11-21 21:40:05.400324,94.0,28.0,False,38.0
2024-11-21 21:40:05.492896,93.0,28.0,False,38.0
2024-11-21 21:40:05.596610,92.0,28.0,False,38.0
2024-11-21 21:40:05.698940,91.0,28.0,False,38.0
2024-11-21 21:40:05.805603,90.0,28.0,False,38.0
2024-11-21 21:40:05.908232,89.0,28.0,False,38.0
2024-11-21 21:40:06.014622,88.0,27.0,False,38.0
2024-11-21 21:40:06.117143,87.0,27.0,False,38.0
2024-11-21 21:40:06.222845,86.0,28.0,False,38.0
2024-11-21 21:40:06.329633,85.0,28.0,False,38.0
2024-11-21 21:40:06.428401,84.0,27.0,False,38.0
2024-11-21 21:40:06.534259,83.0,27.0,False,38.0
2024-11-21 21:40:06.636924,82.0,27.0,False,38.0
2024-11-21 21:40:06.743627,81.0,27.0,False,38.0
2024-11-21 21:40:06.845347,80.0,27.0,False,38.0
2024-11-21 21:40:06.953516,79.0,27.0,False,38.0
2024-11-21 21:40:07.054247,78.0,28.0,False,38.0
2024-11-21 21:40:07.161654,77.0,28.0,False,38.0
2024-11-21 21:40:07.263456,76.0,28.0,False,38.0
2024-11-21 21:40:07.369914,75.0,27.0,False,38.0
2024-11-21 21:40:07.471999,76.0,28.0,False,38.0
2024-11-21 21:40:07.582637,77.0,27.0,False,38.0
2024-11-21 21:40:07.681164,78.0,28.0,False,38.0
2024-11-21 21:40:07.787878,79.0,27.0,False,38.0
2024-11-21 21:40:07.889541,80.0,27.0,False,38.0
2024-11-21 21:40:07.996793,81.0,28.0,False,38.0
2024-11-21 21:40:08.099622,82.0,28.0,False,38.0
2024-11-21 21:40:08.205193,83.0,27.0,False,38.0
2024-11-21 21:40:08.307650,84.0,27.0,False,38.0
2024-11-21 21:40:08.414503,85.0,27.0,False,38.0
2024-11-21 21:40:08.516855,86.0,27.0,False,38.0
2024-11-21 21:40:08.623612,87.0,27.0,False,38.0
2024-11-21 21:40:08.728310,88.0,28.0,False,38.0
2024-11-21 21:40:08.832379,89.0,28.0,False,38.0
2024-11-21 21:40:08.935209,90.0,27.0,False,38.0
2024-11-21 21:40:09.040875,91.0,27.0,False,38.0
2024-11-21 21:40:09.143178,92.0,28.0,False,38.0
