timestamp,angle,distance,x,y,state,direction,time_elapsed,scan_cycle
2024-11-21 18:01:29.089141,80.0,48.0,-8.335112528012656,47.27077214458598,INITIALIZING,UNKNOWN,0.313259,0
2024-11-21 18:01:29.244249,79.0,48.0,-9.15883177807415,47.118104805487874,SCANNING_LEFT,LEFT,0.468367,0
2024-11-21 18:01:29.412265,78.0,48.0,-9.979761159252448,46.95108483522267,SCANNING_LEFT,LEFT,0.636383,0
2024-11-21 18:01:29.539267,77.0,48.0,-10.79765060850552,46.76976310969129,SCANNING_LEFT,LEFT,0.763385,0
2024-11-21 18:01:29.675901,89.0,49.0,-0.8551679154268921,48.992537062663175,AT_CENTER,RIGHT,0.900019,0
2024-11-21 18:01:29.820412,88.0,49.0,-1.7100753384225476,48.97015052393569,SCANNING_LEFT,LEFT,1.043535,0
2024-11-21 18:01:29.943105,87.0,49.0,-2.564461855904248,48.932847202974116,SCANNING_LEFT,LEFT,1.167223,0
2024-11-21 18:01:30.071842,86.0,48.0,-3.3483107397180145,47.88307441247156,SCANNING_LEFT,LEFT,1.29596,0
2024-11-21 18:01:30.198118,85.0,49.0,-4.2706313946352505,48.81354020649553,SCANNING_LEFT,LEFT,1.422236,0
2024-11-21 18:01:30.332515,84.0,48.0,-5.017366236847367,47.737050977677114,SCANNING_LEFT,LEFT,1.556633,0
2024-11-21 18:01:30.453487,83.0,48.0,-5.849728483447079,47.64221527878345,SCANNING_LEFT,LEFT,1.677605,0
2024-11-21 18:01:30.592803,82.0,48.0,-6.6803088460831415,47.53286729959538,SCANNING_LEFT,LEFT,1.816921,0
2024-11-21 18:01:30.729006,81.0,48.0,-7.508854321931082,47.40904034856661,SCANNING_LEFT,LEFT,1.953124,0
2024-11-21 18:01:30.883996,80.0,48.0,-8.335112528012656,47.27077214458598,SCANNING_LEFT,LEFT,2.108114,0
2024-11-21 18:01:31.005579,79.0,48.0,-9.15883177807415,47.118104805487874,SCANNING_LEFT,LEFT,2.229697,0
2024-11-21 18:01:31.137979,78.0,48.0,-9.979761159252448,46.95108483522267,SCANNING_LEFT,LEFT,2.362097,0
2024-11-21 18:01:31.265968,77.0,49.0,-11.022601662849386,47.744133174476524,SCANNING_LEFT,LEFT,2.490086,0
2024-11-21 18:01:31.395122,76.0,48.0,-11.612250988784051,46.57419486124783,SCANNING_LEFT,LEFT,2.61924,0
2024-11-21 18:01:31.525007,75.0,48.0,-12.423314164920995,46.36443966187528,SCANNING_LEFT,LEFT,2.749125,0
2024-11-21 18:01:31.646115,74.0,48.0,-13.23059307921596,46.14056140503931,SCANNING_LEFT,LEFT,2.870233,0
2024-11-21 18:01:31.801290,73.0,48.0,-14.033841826691365,45.9026282862257,SCANNING_LEFT,LEFT,3.025408,0
2024-11-21 18:01:31.925434,72.0,48.0,-14.832815729997474,45.65071278216737,SCANNING_LEFT,LEFT,3.149552,0
2024-11-21 18:01:32.049962,71.0,49.0,-15.952839568400679,46.33041020436652,SCANNING_LEFT,LEFT,3.27408,0
2024-11-21 18:01:32.210652,70.0,49.0,-16.75898702295777,46.04493841850951,SCANNING_LEFT,LEFT,3.43477,0
2024-11-21 18:01:32.345988,69.0,49.0,-17.560029527719713,45.74544089836289,SCANNING_LEFT,LEFT,3.570106,0
2024-11-21 18:01:32.474536,68.0,49.0,-18.35572307737969,45.43200887377258,SCANNING_LEFT,LEFT,3.698654,0
2024-11-21 18:01:32.599518,67.0,49.0,-19.145825295974415,45.10473781916958,SCANNING_LEFT,LEFT,3.823636,0
2024-11-21 18:01:32.729022,66.0,49.0,-19.93009551071421,44.76372742448744,SCANNING_LEFT,LEFT,3.95314,0
2024-11-21 18:01:32.881469,65.0,49.0,-20.708294825294274,44.40908156479585,SCANNING_LEFT,LEFT,4.105587,0
2024-11-21 18:01:33.016499,65.0,49.0,-20.708294825294274,44.40908156479585,SCANNING_LEFT,STATIONARY,4.240617,0
2024-11-21 18:01:33.146927,66.0,49.0,-19.93009551071421,44.76372742448744,SCANNING_LEFT,RIGHT,4.371045,0
2024-11-21 18:01:33.274443,67.0,49.0,-19.145825295974415,45.10473781916958,SCANNING_LEFT,RIGHT,4.498561,0
2024-11-21 18:01:33.396526,68.0,49.0,-18.35572307737969,45.43200887377258,SCANNING_LEFT,RIGHT,4.620644,0
2024-11-21 18:01:33.518244,69.0,49.0,-17.560029527719713,45.74544089836289,SCANNING_LEFT,RIGHT,4.742362,0
2024-11-21 18:01:33.647913,70.0,49.0,-16.75898702295777,46.04493841850951,SCANNING_LEFT,RIGHT,4.872031,0
2024-11-21 18:01:33.772381,71.0,49.0,-15.952839568400679,46.33041020436652,SCANNING_LEFT,RIGHT,4.996499,0
2024-11-21 18:01:33.895121,72.0,49.0,-15.141832724372422,46.60176929846252,SCANNING_LEFT,RIGHT,5.119239,0
2024-11-21 18:01:34.022082,73.0,49.0,-14.326213531414101,46.85893304218874,SCANNING_LEFT,RIGHT,5.2462,0
2024-11-21 18:01:34.143332,74.0,49.0,-13.50623043503296,47.101823100977626,SCANNING_LEFT,RIGHT,5.36745,0
2024-11-21 18:01:34.263075,75.0,48.0,-12.423314164920995,46.36443966187528,SCANNING_LEFT,RIGHT,5.487193,0
2024-11-21 18:01:34.387841,76.0,49.0,-11.854172884383718,47.544490587523825,SCANNING_LEFT,RIGHT,5.611959,0
2024-11-21 18:01:34.511957,77.0,49.0,-11.022601662849386,47.744133174476524,SCANNING_LEFT,RIGHT,5.736075,0
2024-11-21 18:01:34.659821,78.0,48.0,-9.979761159252448,46.95108483522267,SCANNING_LEFT,RIGHT,5.883939,0
2024-11-21 18:01:34.782548,79.0,48.0,-9.15883177807415,47.118104805487874,SCANNING_LEFT,RIGHT,6.006666,0
2024-11-21 18:01:34.907058,80.0,48.0,-8.335112528012656,47.27077214458598,SCANNING_LEFT,RIGHT,6.131176,0
2024-11-21 18:01:35.028359,81.0,48.0,-7.508854321931082,47.40904034856661,SCANNING_LEFT,RIGHT,6.252477,0
2024-11-21 18:01:35.159642,82.0,48.0,-6.6803088460831415,47.53286729959538,SCANNING_LEFT,RIGHT,6.38376,0
2024-11-21 18:01:35.299509,83.0,48.0,-5.849728483447079,47.64221527878345,SCANNING_LEFT,RIGHT,6.523627,0
2024-11-21 18:01:35.426110,84.0,48.0,-5.017366236847367,47.737050977677114,SCANNING_LEFT,RIGHT,6.650228,0
2024-11-21 18:01:35.548904,85.0,48.0,-4.183475651887592,47.81734550840379,SCANNING_LEFT,RIGHT,6.773022,0
2024-11-21 18:01:35.674797,86.0,48.0,-3.3483107397180145,47.88307441247156,SCANNING_LEFT,RIGHT,6.898915,0
2024-11-21 18:01:35.806003,87.0,48.0,-2.512125899661304,47.934217668219546,SCANNING_LEFT,RIGHT,7.030121,0
2024-11-21 18:01:35.934718,88.0,48.0,-1.6751758417200464,47.970759696916595,SCANNING_LEFT,RIGHT,7.158836,0
2024-11-21 18:01:36.090987,89.0,48.0,-0.8377155089896086,47.992689367506784,AT_CENTER,RIGHT,7.315105,0
2024-11-21 18:01:36.220342,90.0,49.0,0.0,49.0,AT_CENTER,RIGHT,7.44446,0
2024-11-21 18:01:36.358688,90.0,49.0,0.0,49.0,AT_CENTER,STATIONARY,7.582806,0
2024-11-21 18:01:36.482593,91.0,49.0,0.8551679154268921,48.992537062663175,AT_CENTER,RIGHT,7.706711,0
2024-11-21 18:01:36.644051,92.0,49.0,1.7100753384225476,48.97015052393569,SCANNING_RIGHT,RIGHT,7.868169,0
2024-11-21 18:01:36.769854,93.0,49.0,2.564461855904248,48.932847202974116,SCANNING_RIGHT,RIGHT,7.993972,0
2024-11-21 18:01:36.895696,94.0,49.0,3.4180672134621397,48.88063846273138,SCANNING_RIGHT,RIGHT,8.119814,0
2024-11-21 18:01:37.018866,95.0,49.0,4.2706313946352505,48.81354020649553,SCANNING_RIGHT,RIGHT,8.242984,0
2024-11-21 18:01:37.142127,96.0,49.0,5.12189470011502,48.731572873045394,SCANNING_RIGHT,RIGHT,8.366245,0
2024-11-21 18:01:37.268295,97.0,49.0,5.971597826852227,48.634761430424774,SCANNING_RIGHT,RIGHT,8.492413,0
2024-11-21 18:01:37.391779,98.0,48.0,6.6803088460831415,47.53286729959538,SCANNING_RIGHT,RIGHT,8.615897,0
2024-11-21 18:01:37.515495,99.0,48.0,7.508854321931082,47.40904034856661,SCANNING_RIGHT,RIGHT,8.739613,0
2024-11-21 18:01:37.638482,100.0,48.0,8.335112528012656,47.27077214458598,SCANNING_RIGHT,RIGHT,8.861603,0
2024-11-21 18:01:37.764244,101.0,48.0,9.15883177807415,47.118104805487874,SCANNING_RIGHT,RIGHT,8.988362,0
2024-11-21 18:01:37.887903,102.0,48.0,9.979761159252448,46.95108483522267,SCANNING_RIGHT,RIGHT,9.111022,0
2024-11-21 18:01:38.010728,103.0,48.0,10.79765060850552,46.76976310969129,SCANNING_RIGHT,RIGHT,9.234846,0
2024-11-21 18:01:38.137117,104.0,48.0,11.612250988784051,46.57419486124783,SCANNING_RIGHT,RIGHT,9.361235,0
2024-11-21 18:01:38.261521,105.0,48.0,12.423314164920995,46.36443966187528,SCANNING_RIGHT,RIGHT,9.485639,0
2024-11-21 18:01:38.383993,106.0,48.0,13.23059307921596,46.14056140503931,SCANNING_RIGHT,RIGHT,9.608111,0
2024-11-21 18:01:38.526143,107.0,48.0,14.033841826691365,45.9026282862257,SCANNING_RIGHT,RIGHT,9.750261,0
2024-11-21 18:01:38.649324,108.0,48.0,14.832815729997474,45.65071278216737,SCANNING_RIGHT,RIGHT,9.873442,0
2024-11-21 18:01:38.779487,109.0,49.0,15.952839568400679,46.33041020436652,SCANNING_RIGHT,RIGHT,10.003605,0
2024-11-21 18:01:38.904440,110.0,49.0,16.75898702295777,46.04493841850951,SCANNING_RIGHT,RIGHT,10.128558,0
2024-11-21 18:01:39.028281,111.0,49.0,17.560029527719713,45.74544089836289,SCANNING_RIGHT,RIGHT,10.252399,0
2024-11-21 18:01:39.151834,112.0,49.0,18.35572307737969,45.43200887377258,SCANNING_RIGHT,RIGHT,10.375952,0
2024-11-21 18:01:39.275574,113.0,49.0,19.145825295974415,45.10473781916958,SCANNING_RIGHT,RIGHT,10.498745,0
2024-11-21 18:01:39.396687,114.0,49.0,19.93009551071421,44.76372742448744,SCANNING_RIGHT,RIGHT,10.620805,0
2024-11-21 18:01:39.520867,115.0,49.0,20.708294825294274,44.40908156479585,SCANNING_RIGHT,RIGHT,10.744985,0
2024-11-21 18:01:39.643332,115.0,49.0,20.708294825294274,44.40908156479585,SCANNING_RIGHT,STATIONARY,10.86745,0
2024-11-21 18:01:39.771299,114.0,48.0,19.52335886763841,43.85018196684484,SCANNING_RIGHT,LEFT,10.995417,0
2024-11-21 18:01:39.893473,113.0,49.0,19.145825295974415,45.10473781916958,SCANNING_RIGHT,LEFT,11.117591,0
2024-11-21 18:01:40.017351,112.0,49.0,18.35572307737969,45.43200887377258,SCANNING_RIGHT,LEFT,11.241469,0
2024-11-21 18:01:40.146603,111.0,49.0,17.560029527719713,45.74544089836289,SCANNING_RIGHT,LEFT,11.370721,0
2024-11-21 18:01:40.292711,110.0,49.0,16.75898702295777,46.04493841850951,SCANNING_RIGHT,LEFT,11.516829,0
2024-11-21 18:01:40.415799,109.0,49.0,15.952839568400679,46.33041020436652,SCANNING_RIGHT,LEFT,11.639917,0
2024-11-21 18:01:40.539459,108.0,49.0,15.141832724372422,46.60176929846252,SCANNING_RIGHT,LEFT,11.763577,0
2024-11-21 18:01:40.660382,107.0,49.0,14.326213531414101,46.85893304218874,SCANNING_RIGHT,LEFT,11.8845,0
2024-11-21 18:01:40.785288,106.0,49.0,13.50623043503296,47.101823100977626,SCANNING_RIGHT,LEFT,12.009406,0
2024-11-21 18:01:40.909399,105.0,49.0,12.682133210023515,47.33036548816435,SCANNING_RIGHT,LEFT,12.133517,0
2024-11-21 18:01:41.034959,104.0,48.0,11.612250988784051,46.57419486124783,SCANNING_RIGHT,LEFT,12.259077,0
2024-11-21 18:01:41.157922,103.0,48.0,10.79765060850552,46.76976310969129,SCANNING_RIGHT,LEFT,12.38204,0
2024-11-21 18:01:41.281868,102.0,48.0,9.979761159252448,46.95108483522267,SCANNING_RIGHT,LEFT,12.505986,0
2024-11-21 18:01:41.399689,101.0,48.0,9.15883177807415,47.118104805487874,SCANNING_RIGHT,LEFT,12.623807,0
2024-11-21 18:01:41.530476,100.0,48.0,8.335112528012656,47.27077214458598,SCANNING_RIGHT,LEFT,12.754594,0
2024-11-21 18:01:41.656887,99.0,48.0,7.508854321931082,47.40904034856661,SCANNING_RIGHT,LEFT,12.880046,0
2024-11-21 18:01:41.780660,98.0,48.0,6.6803088460831415,47.53286729959538,SCANNING_RIGHT,LEFT,13.003791,0
2024-11-21 18:01:41.909739,97.0,48.0,5.849728483447079,47.64221527878345,SCANNING_RIGHT,LEFT,13.133857,0
