timestamp,angle,raw_distance,filtered_distance,is_gap,confidence,baseline_distance,threshold,anomaly_score,validation_score,precision,recall,f1_score,temporal_consistency,spatial_consistency,cluster_confidence,prediction_confidence
2024-11-22 19:54:22.394484,92.0,291.0,290.3,True,0.565,24.6,8.0,-0.718,0.000,0.000,0.000,0.000,0.661,0.000,0.536,0.500
2024-11-22 19:54:22.598180,93.0,292.0,291.3,True,0.628,24.6,8.0,-0.718,0.000,0.000,0.000,0.000,0.671,0.000,0.539,0.500
2024-11-22 19:54:22.912020,94.0,293.0,292.3,False,0.627,24.6,293.0,-0.718,0.000,0.000,0.000,0.000,0.657,0.000,0.536,0.500
2024-11-22 19:54:23.131603,95.0,292.0,292.6,False,0.627,24.6,294.2,-0.718,0.000,0.000,0.000,0.000,0.636,0.000,0.532,0.500
2024-11-22 19:54:23.381979,96.0,295.0,293.0,False,0.529,24.6,294.0,-0.718,0.000,0.000,0.000,0.000,0.586,0.000,0.504,0.500
2024-11-22 19:54:23.614898,97.0,291.0,293.7,False,0.539,24.6,294.0,-0.718,0.000,0.000,0.000,0.000,0.548,0.000,0.489,0.500
2024-11-22 19:54:23.848301,98.0,338.0,306.6,True,0.300,24.6,294.5,-0.718,0.000,0.000,0.000,0.000,0.427,0.000,0.314,0.500
2024-11-22 19:54:24.098166,99.0,245.0,307.1,True,0.300,24.6,295.6,-0.718,0.000,0.000,0.000,0.000,0.348,0.000,0.255,0.500
2024-11-22 19:54:24.346394,100.0,291.0,260.3,True,0.306,24.6,296.1,-0.718,0.000,0.000,0.000,0.000,0.302,0.000,0.298,0.500
2024-11-22 19:54:24.625628,101.0,291.0,291.0,False,0.608,24.6,295.1,-0.718,0.000,0.000,0.000,0.000,0.404,0.000,0.495,0.500
2024-11-22 19:54:25.114906,102.0,292.0,291.3,False,0.610,24.6,295.1,-0.718,0.000,0.000,0.000,0.000,0.547,0.000,0.514,0.500
2024-11-22 19:54:25.431160,103.0,294.0,292.6,False,0.562,24.6,295.4,-0.718,0.000,0.000,0.000,0.000,0.622,0.000,0.520,0.500
2024-11-22 19:54:25.756983,104.0,289.0,292.3,False,0.503,24.6,295.6,-0.718,0.000,0.000,0.000,0.000,0.547,0.000,0.481,0.500
2024-11-22 19:54:26.043968,105.0,28.0,202.2,True,0.300,24.6,295.7,-0.718,0.000,0.000,0.000,0.000,0.420,0.000,0.247,0.500
2024-11-22 19:54:26.345055,104.0,27.0,42.8,True,0.449,24.6,310.8,-0.718,0.000,0.000,0.000,0.000,0.389,0.000,0.475,0.500
2024-11-22 19:54:26.668577,103.0,27.0,49.2,True,0.447,24.6,324.9,-0.718,0.000,0.000,0.000,0.000,0.406,0.000,0.444,0.500
2024-11-22 19:54:26.976415,102.0,27.0,49.2,True,0.455,24.6,314.0,-0.718,0.000,0.000,0.000,0.000,0.445,0.000,0.452,0.500
2024-11-22 19:54:27.311860,101.0,27.0,49.1,True,0.443,24.6,369.3,-0.718,0.000,0.000,0.000,0.000,0.440,0.000,0.451,0.500
2024-11-22 19:54:27.693670,100.0,264.0,114.7,True,0.300,24.6,416.0,-0.718,0.000,0.000,0.000,0.000,0.383,0.000,0.277,0.500
2024-11-22 19:54:28.069446,99.0,289.0,271.3,True,0.335,24.6,416.0,-0.718,0.000,0.000,0.000,0.000,0.336,0.000,0.344,0.500
2024-11-22 19:54:28.425536,98.0,293.0,292.7,False,0.414,24.6,416.0,-0.718,0.000,0.000,0.000,0.000,0.335,0.000,0.476,0.500
2024-11-22 19:54:28.792583,97.0,338.0,307.4,True,0.313,24.6,416.0,-0.718,0.000,0.000,0.000,0.000,0.344,0.000,0.300,0.500
2024-11-22 19:54:29.158631,96.0,243.0,309.0,True,0.310,24.6,416.0,-0.718,0.000,0.000,0.000,0.000,0.342,0.000,0.250,0.500
2024-11-22 19:54:29.540801,95.0,291.0,261.2,True,0.347,24.6,432.2,-0.718,0.000,0.000,0.000,0.000,0.333,0.000,0.306,0.500
2024-11-22 19:54:29.925537,94.0,291.0,292.0,False,0.719,24.6,351.6,-0.718,0.000,0.000,0.000,0.000,0.466,0.000,0.493,0.500
2024-11-22 19:54:30.354504,93.0,294.0,292.8,False,0.574,24.6,316.5,-0.718,0.000,0.000,0.000,0.000,0.563,0.000,0.510,0.500
2024-11-22 19:54:30.757426,92.0,289.0,293.3,False,0.505,24.6,324.1,-0.718,0.000,0.000,0.000,0.000,0.580,0.000,0.477,0.500
2024-11-22 19:54:31.236149,91.0,296.0,305.4,True,0.300,24.6,322.5,-0.718,0.000,0.000,0.000,0.000,0.442,0.000,0.405,0.500
2024-11-22 19:54:31.676923,90.0,238.0,292.3,True,0.300,24.6,321.3,-0.718,0.000,0.000,0.000,0.000,0.341,0.000,0.263,0.500
2024-11-22 19:54:32.216657,89.0,342.0,255.5,True,0.300,24.6,322.9,-0.718,0.000,0.000,0.000,0.000,0.307,0.000,0.238,0.500
2024-11-22 19:54:32.735255,88.0,290.0,335.0,True,0.300,24.6,327.3,-0.718,0.000,0.000,0.000,0.000,0.307,0.000,0.262,0.500
2024-11-22 19:54:33.188870,87.0,295.0,291.6,False,0.477,24.6,322.7,-0.718,0.000,0.000,0.000,0.000,0.353,0.000,0.442,0.500
2024-11-22 19:54:33.671780,86.0,293.0,294.3,False,0.662,24.6,296.2,-0.718,0.000,0.000,0.000,0.000,0.475,0.000,0.491,0.500
2024-11-22 19:54:34.151651,85.0,291.0,292.3,False,0.643,24.6,295.9,-0.718,0.000,0.000,0.000,0.000,0.565,0.000,0.509,0.500
2024-11-22 19:54:34.604919,84.0,291.0,291.0,False,0.587,24.6,296.1,-0.718,0.000,0.000,0.000,0.000,0.591,0.000,0.532,0.500
2024-11-22 19:54:35.102663,83.0,292.0,291.3,False,0.577,24.6,295.7,-0.718,0.000,0.000,0.000,0.000,0.610,0.000,0.527,0.500
2024-11-22 19:54:35.568990,82.0,288.0,290.7,False,0.518,24.6,296.4,-0.718,0.000,0.000,0.000,0.000,0.557,0.000,0.491,0.500
2024-11-22 19:54:36.064381,81.0,293.0,289.6,False,0.440,24.6,295.9,-0.718,0.000,0.000,0.000,0.000,0.489,0.000,0.470,0.500
2024-11-22 19:54:36.563934,80.0,295.0,293.6,False,0.512,24.6,296.1,-0.718,0.000,0.000,0.000,0.000,0.498,0.000,0.495,0.500
2024-11-22 19:54:37.053726,79.0,239.0,276.4,True,0.300,24.6,295.9,-0.718,0.000,0.000,0.000,0.000,0.419,0.000,0.305,0.500
2024-11-22 19:54:37.536967,78.0,238.0,238.7,False,0.654,24.6,295.7,-0.718,0.000,0.000,0.000,0.000,0.447,0.000,0.504,0.500
2024-11-22 19:54:38.118279,77.0,27.0,167.8,True,0.300,24.6,295.6,-0.718,0.000,0.000,0.000,0.000,0.405,0.000,0.260,0.500
2024-11-22 19:54:38.651607,76.0,24.0,26.0,False,0.701,24.6,296.3,-0.718,0.000,0.000,0.000,0.000,0.499,0.000,0.630,0.500
2024-11-22 19:54:39.183499,75.0,24.0,24.0,False,0.932,24.6,308.2,-0.718,0.000,0.000,0.000,0.000,0.675,0.000,0.694,0.500
2024-11-22 19:54:39.488630,76.0,24.0,24.0,False,0.927,24.6,347.3,-0.718,0.000,0.000,0.000,0.000,0.873,0.000,0.733,0.500
2024-11-22 19:54:40.048480,77.0,24.0,24.2,False,0.820,24.6,405.8,-0.718,0.000,0.000,0.000,0.000,0.876,0.000,0.731,0.500
2024-11-22 19:54:40.592641,78.0,23.0,36.2,True,0.479,24.6,162.5,-0.718,0.000,0.000,0.000,0.000,0.697,0.000,0.559,0.500
2024-11-22 19:54:41.131724,79.0,24.0,41.3,True,0.352,24.6,51.8,-0.718,0.000,0.333,1.000,0.500,0.490,0.000,0.490,0.500
2024-11-22 19:54:41.810907,80.0,24.0,45.2,True,0.442,24.6,36.8,-0.718,0.000,0.200,1.000,0.333,0.407,0.000,0.453,0.500
2024-11-22 19:54:42.462492,81.0,27.0,47.4,True,0.433,24.6,30.7,-0.718,0.000,0.143,1.000,0.250,0.410,0.000,0.454,0.500
2024-11-22 19:54:43.016690,82.0,27.0,49.0,True,0.433,24.6,27.8,-0.718,0.000,0.111,1.000,0.200,0.423,0.000,0.448,0.500
2024-11-22 19:54:43.588584,83.0,240.0,108.0,True,0.329,24.6,27.8,-0.718,0.000,0.091,1.000,0.167,0.392,0.000,0.287,0.500
2024-11-22 19:54:44.197628,84.0,85.0,202.1,True,0.328,24.6,35.7,-0.718,0.000,0.077,1.000,0.143,0.356,0.000,0.247,0.500
2024-11-22 19:54:44.781924,85.0,239.0,145.1,True,0.423,24.6,71.2,-0.718,0.000,0.067,1.000,0.125,0.365,0.000,0.276,0.500
2024-11-22 19:54:45.430987,86.0,241.0,244.7,True,0.522,24.6,95.5,-0.718,0.000,0.059,1.000,0.111,0.428,0.000,0.461,0.500
2024-11-22 19:54:46.207172,87.0,63.0,196.9,True,0.417,24.6,199.1,-0.718,0.000,0.050,1.000,0.095,0.444,0.000,0.261,0.500
2024-11-22 19:54:46.975227,88.0,291.0,145.4,True,0.385,24.6,310.9,-0.718,0.000,0.043,1.000,0.083,0.428,0.000,0.272,0.500
2024-11-22 19:54:47.743215,89.0,292.0,320.6,True,0.359,24.6,321.4,-0.718,0.000,0.043,1.000,0.083,0.388,0.000,0.312,0.500
2024-11-22 19:54:48.494002,90.0,293.0,349.3,True,0.335,24.6,320.2,-0.718,0.000,0.043,1.000,0.083,0.366,0.000,0.259,0.500
2024-11-22 19:54:49.194160,91.0,293.0,327.9,True,0.300,24.6,345.5,-0.718,0.000,0.043,1.000,0.083,0.340,0.000,0.287,0.500
2024-11-22 19:54:49.911375,92.0,239.0,321.0,True,0.300,24.6,405.8,-0.718,0.000,0.043,1.000,0.083,0.311,1.499,0.231,0.500
2024-11-22 19:54:50.616275,93.0,238.0,254.4,True,0.362,24.6,411.1,-0.718,0.000,0.043,1.000,0.083,0.316,0.748,0.349,0.500
2024-11-22 19:54:51.424930,94.0,59.0,218.4,True,0.349,24.6,411.1,-0.718,0.000,0.043,1.000,0.083,0.331,0.151,0.228,0.500
2024-11-22 19:54:52.119618,95.0,241.0,163.4,True,0.387,24.6,411.1,-0.718,0.000,0.043,1.000,0.083,0.368,15.737,0.279,0.500
2024-11-22 19:54:52.847392,96.0,239.0,245.8,True,0.461,24.6,410.4,-0.718,0.000,0.043,1.000,0.083,0.404,8.024,0.427,0.500
2024-11-22 19:54:53.744991,97.0,60.0,212.8,True,0.409,24.6,410.4,-0.718,0.000,0.043,1.000,0.083,0.417,6.863,0.248,0.500
2024-11-22 19:54:54.682542,98.0,239.0,175.3,True,0.413,24.6,409.1,-0.718,0.000,0.043,1.000,0.083,0.427,6.974,0.297,0.500
